Module,Customer,Style,Total SMV,Sewing SMV,SO#,LI,Sewing Stage,Colour,E,P,D/W,LC,Product Type,Buy Month,Season,Customer PO,Chassis ID,CWN,PO Type,Del. Date,Rev Del Date,Ord Qty,Planned Qty,Total Planned,Strip Planned,PSD,Prod Start Time,PED,Avg Per Day,FIH,1,9/4/23,9/5/23,9/6/23,9/7/23,9/8/23,9/9/23,9/10/23,9/11/23,9/12/23,9/13/23,9/14/23,9/15/23,9/16/23,9/17/23,9/18/23,9/19/23,9/20/23,9/21/23,9/22/23,9/23/23,9/24/23,9/25/23,9/26/23,9/27/23,9/28/23,9/29/23,9/30/23,10/1/23,10/2/23,10/3/23,10/4/23,10/5/23,10/6/23,10/7/23,10/8/23,10/9/23,10/10/23,10/11/23,10/12/23,10/13/23,10/14/23,10/15/23,10/16/23,10/17/23,10/18/23,10/19/23,10/20/23,10/21/23,10/22/23,10/23/23,10/24/23,10/25/23,10/26/23,10/27/23,10/28/23,10/29/23,10/30/23,10/31/23,11/1/23,11/2/23,11/3/23,11/4/23,11/5/23,11/6/23,11/7/23,11/8/23,11/9/23,11/10/23,11/11/23,11/12/23,11/13/23,11/14/23,11/15/23,11/16/23,11/17/23,11/18/23,11/19/23,11/20/23,11/21/23,11/22/23,11/23/23,11/24/23,11/25/23,11/26/23,11/27/23,11/28/23,11/29/23,11/30/23,12/1/23,12/2/23,12/3/23,12/4/23,12/5/23,12/6/23,12/7/23,12/8/23,12/9/23,12/10/23,12/11/23,12/12/23,12/13/23,12/14/23,12/15/23,12/16/23,12/17/23,12/18/23,12/19/23,12/20/23,12/21/23,12/22/23,12/23/23,12/24/23,12/25/23,12/26/23,12/27/23,12/28/23,12/29/23,12/30/23,12/31/23,SOLI
AL02,Patagonia,40260,33.1,33.1,1000987968,30,Stitch,MLKE,1,-,-,-,Hoody Baselayer,2023_4_1,AAT,455348,JK3NBODTOSFFZPFQSZBH0V0L,MLKE,X014,10/21/23,-,1000,1030,1030,1030,9/25/23,1:21 PM,9/26/23,515,20230825,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,679,351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987968::30
AL02,Patagonia,40260,33.1,33.1,1000987968,40,Stitch,PFGD,1,-,-,-,Hoody Baselayer,2023_4_1,AAT,455348,JK3NBODTOSFFZPFQSZBH0V0L,PFGD,X014,10/21/23,-,751,774,774,774,9/26/23,10:20 AM,9/26/23,774,20230825,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,774,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987968::40
AL02,Patagonia,40260,33.1,33.1,1000987968,50,Stitch,WLWT,1,-,-,-,Hoody Baselayer,2023_4_1,AAT,455331,JK3NBODTOSFFZPFQSZBH0V0L,WLWT,X014,10/21/23,-,1700,1751,1258,1258,9/26/23,8:29 PM,9/27/23,629,20230825,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149,1109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1000987968::50
AL02,Patagonia,40260,33.1,33.1,1001002077,50,Stitch,STLE,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456835,JK3NBODTOSFFZPFQSZBH0V0L,STLE,X014,11/30/23,-,750,773,773,773,9/27/23,8:57 PM,10/2/23,386,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,-,-,-,-,656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002077::50
AL02,Patagonia,40260,33.1,33.1,1001002077,60,Stitch,WLWT,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456835,JK3NBODTOSFFZPFQSZBH0V0L,WLWT,X014,11/30/23,-,2101,2164,2164,2164,10/2/23,2:42 PM,10/4/23,721,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,581,1238,345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002077::60
AL02,Patagonia,40260,33.1,33.1,1001002077,40,Stitch,PFGD,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456835,JK3NBODTOSFFZPFQSZBH0V0L,PFGD,X014,11/30/23,-,825,850,850,850,10/4/23,10:18 AM,10/4/23,850,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002077::40
AL02,Patagonia,40260,33.1,33.1,1001002077,30,Stitch,MLKE,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456835,JK3NBODTOSFFZPFQSZBH0V0L,MLKE,X014,11/30/23,-,1600,1648,1648,1648,10/4/23,10:00 PM,10/6/23,549,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,1238,368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002077::30
AL02,Patagonia,40260,33.1,33.1,1001002077,20,Stitch,LMBE,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456835,JK3NBODTOSFFZPFQSZBH0V0L,LMBE,X014,11/30/23,-,1450,1494,1494,1494,10/6/23,11:03 AM,10/9/23,747,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,870,-,-,624,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002077::20
AL02,Patagonia,40260,33.1,33.1,1001002077,10,Stitch,BLK,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456835,JK3NBODTOSFFZPFQSZBH0V0L,BLK,X014,11/30/23,-,1050,1082,1082,1082,10/9/23,2:18 PM,10/10/23,541,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,614,468,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002077::10
AL02,Patagonia,40255,33.61,33.61,1001001983,40,Stitch,VSLB,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,VSLB,X014,11/30/23,-,500,515,515,515,10/10/23,12:14 PM,10/10/23,515,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::40
AL02,Patagonia,40255,33.61,33.61,1001001983,30,Stitch,ORTN,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,ORTN,X014,11/30/23,-,950,979,979,979,10/10/23,6:44 PM,10/11/23,490,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,258,721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::30
AL02,Patagonia,40255,33.61,33.61,1001001983,20,Stitch,LMBE,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,LMBE,X014,11/30/23,-,1700,1751,1751,1751,10/11/23,3:24 PM,10/12/23,876,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,523,1228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::20
AL02,Patagonia,40255,33.61,33.61,1001001983,10,Stitch,BLK,1,-,-,-,Hoody Baselayer,2023_5_2,AAT,456799,JK3NBODTOSFF3PFQSZBH0V0L,BLK,X014,11/30/23,-,2250,2318,2318,2318,10/12/23,10:19 PM,10/16/23,773,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,1244,-,-,1059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001001983::10
AL02,Patagonia,40245,24.83,24.83,1001002078,50,Stitch,NUVG,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,NUVG,X014,11/30/23,-,1300,1339,1339,1339,10/16/23,8:06 PM,10/18/23,446,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,888,366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::50
AL02,Patagonia,40245,24.83,24.83,1001002078,40,Stitch,MANR,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,MANR,X014,11/30/23,-,875,901,901,901,10/18/23,11:16 AM,10/19/23,450,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,807,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::40
AL02,Patagonia,40245,24.83,24.83,1001002078,30,Stitch,LMBE,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,LMBE,X014,11/30/23,-,976,1005,1005,1005,10/19/23,7:04 AM,10/19/23,1005,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::30
AL02,Patagonia,40245,24.83,24.83,1001002078,20,Stitch,BUGR,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,BUGR,X014,11/30/23,-,1200,1236,1236,1236,10/19/23,8:13 PM,10/20/23,618,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,1056,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::20
AL02,Patagonia,40245,24.83,24.83,1001002078,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456932,JKON0ODTOSHFCPFQHZHH0V0L,BLK,X014,11/30/23,-,2475,2549,2549,2549,10/20/23,6:19 PM,10/24/23,850,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,327,-,-,1489,733,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002078::10
AL02,Patagonia,40250,24.56,24.56,1001002079,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456937,JKON0ODTOSHFWPFQHZHH0V0L,BLK,X014,11/30/23,-,1075,1107,1107,1107,10/24/23,1:29 PM,10/25/23,554,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,855,252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002079::10
AL02,Patagonia,40250,24.56,24.56,1001002079,20,Stitch,GTRN,1,-,-,-,T-shirt Baselayer,2023_5_2,AAT,456937,JKON0ODTOSHFWPFQHZHH0V0L,GTRN,X014,11/30/23,-,775,798,798,798,10/25/23,8:32 AM,10/25/23,798,20230915,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001002079::20
AL02,Patagonia,40250,24.56,24.56,1001014229,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,BLK,X014,12/15/23,-,750,773,773,773,11/6/23,9:08 AM,11/6/23,773,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,773,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::10
AL02,Patagonia,40250,24.56,24.56,1001014229,20,Stitch,LMBE,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,LMBE,X014,12/15/23,-,850,876,876,876,11/6/23,5:16 PM,11/7/23,438,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::20
AL02,Patagonia,40250,24.56,24.56,1001014229,30,Stitch,MLKE,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,MLKE,X014,12/15/23,-,500,515,515,515,11/7/23,9:38 AM,11/7/23,515,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::30
AL02,Patagonia,40250,24.56,24.56,1001014229,40,Stitch,PFGD,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,PFGD,X014,12/15/23,-,675,695,695,695,11/7/23,2:50 PM,11/7/23,695,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::40
AL02,Patagonia,40250,24.56,24.56,1001014229,50,Stitch,WLWT,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457893,JKON0ODTOSHFWPFQHZHH0V0L,WLWT,X014,12/15/23,-,550,567,567,567,11/7/23,9:36 PM,11/8/23,284,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014229::50
AL02,Patagonia,40245,24.83,24.83,1001014239,10,Stitch,BLK,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,BLK,X014,12/15/23,-,2000,2060,2060,2060,11/8/23,11:01 AM,11/9/23,1030,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1194,866,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::10
AL02,Patagonia,40245,24.83,24.83,1001014239,20,Stitch,BUGR,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,BUGR,X014,12/15/23,-,1050,1082,1082,1082,11/9/23,2:49 PM,11/10/23,541,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,794,288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::20
AL02,Patagonia,40245,24.83,24.83,1001014239,30,Stitch,LMBE,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,LMBE,X014,12/15/23,-,1400,1442,1442,1442,11/10/23,9:03 AM,11/11/23,721,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1390,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::30
AL02,Patagonia,40245,24.83,24.83,1001014239,40,Stitch,NUVG,1,-,-,-,T-shirt Baselayer,2023_6_3,AAT,457976,JKON0ODTOSHFCPFQHZHH0V0L,NUVG,X014,12/15/23,-,1200,1236,1236,1236,11/11/23,6:56 AM,11/11/23,1236,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014239::40
AL02,Patagonia,40255,33.61,33.61,1001014224,10,Stitch,VSLB,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,VSLB,X014,12/15/23,-,500,515,515,515,11/11/23,7:31 PM,11/14/23,172,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,386,117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::10
AL02,Patagonia,40255,33.61,33.61,1001014224,20,Stitch,ORTN,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,ORTN,X014,12/15/23,-,500,515,515,515,11/14/23,9:07 AM,11/15/23,258,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,262,253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::20
AL02,Patagonia,40255,33.61,33.61,1001014224,30,Stitch,NUVG,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,NUVG,X014,12/15/23,-,900,927,927,927,11/15/23,12:49 PM,11/16/23,464,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,351,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::30
AL02,Patagonia,40255,33.61,33.61,1001014224,40,Stitch,LMBE,1,-,-,-,Hoody Baselayer,2023_6_3,AAT,457808,JK3NBODTOSFF3PFQSZBH0V0L,LMBE,X014,12/15/23,-,2450,2524,2524,2524,11/16/23,5:06 PM,11/21/23,631,20231026,PPD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272,962,-,-,1044,246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001014224::40
